,,ccy-1,ccy-2,ccy-1,ccy-2,ccy-1,ccy-2,FXTEST Total PnL vector
date,Portfolio,market rate,market rate,1d shift,1d shift,Pnl Vector,Pnl Vector,Total PnL
10/11/2019,FXTEST,"1,148791471","0,8821064703","0,03002940906","0,002425792793","0,03508764379","0,002828418111","0,0379160619"
10/10/2019,FXTEST,"1,115299681","0,8799718409","0,002297517343","0,005147835269","0,002684517366","0,006002256479","0,008686773846"
10/9/2019,FXTEST,"1,112743134","0,8754650908","-0,001913918191","-0,0006128255636","-0,002236303738","-0,0007145403878","-0,002950844126"
10/8/2019,FXTEST,"1,114876918","0,8760019272","-0,005317962897","-0,0003066006745","-0,006213734923","-0,0003574892725","-0,006571224196"
10/7/2019,FXTEST,"1,12083749","0,8762705924","0,0008630448671","0,00008762705924","0,001008418474","0,0001021711179","0,001110589592"
10/4/2019,FXTEST,"1,119870991","0,8761938141","-0,008365436302","-0,0004819065977","-0,009774532975","-0,0005618919113","-0,01033642489"
10/3/2019,FXTEST,"1,129318231","0,8766162612","0,004675377475","-0,0003506465045","0,005462910678","-0,0004088456882","0,00505406499"
10/2/2019,FXTEST,"1,124062813","0,8769237515","0,003866776075","0,002850002192","0,004518106276","0,003323036428","0,007841142704"
10/1/2019,FXTEST,"1,119733056","0,8744316194","-0,008151656645","0,0008744316194","-0,009524743696","0,001019566979","-0,008505176717"
9/30/2019,FXTEST,"1,128935752","0,8736676568","0,003951275133","-0,008125109208","0,004616838583","-0,009473688811","-0,004856850228"
9/27/2019,FXTEST,"1,124492573","0,8808244517","-0,002507618437","0,003611380252","-0,002930008456","0,004210785579","0,001280777123"
9/26/2019,FXTEST,"1,12731946","0,8776549061","-0,001927716276","0,00140424785","-0,00225242601","0,00163732041","-0,0006151055997"
9/25/2019,FXTEST,"1,129496809","0,8764241893","-0,001211836733","0,004382120947","-0,001415961783","0,005109451346","0,003693489562"
9/24/2019,FXTEST,"1,130867236","0,872600349","-0,00255010336","-0,001483420593","-0,002979649654","-0,001729633992","-0,004709283646"
9/23/2019,FXTEST,"1,133758437","0,8738967054","-0,001226842662","0,005855107926","-0,001433495353","0,006826919986","0,005393424634"
9/20/2019,FXTEST,"1,135151089","0,8688097307","0,005017367812","0,00112945265","0,005862506791","0,001316915583","0,007179422374"
9/19/2019,FXTEST,"1,129484052","0,8678295583","0,0008019336767","-0,00394862449","0,0009370135501","-0,004604004536","-0,003666990986"
9/18/2019,FXTEST,"1,128579006","0,8712698758","-0,001173722166","-0,0009583968634","-0,001371427097","-0,001117468505","-0,002488895602"
9/17/2019,FXTEST,"1,129905201","0,8721056992","0,0005423544965","-0,002267474818","0,000633710152","-0,002643823026","-0,002010112874"
9/16/2019,FXTEST,"1,129292724","0,874087671","0,004573635532","-0,003933394519","0,005344031048","-0,004586246743","0,0007577843045"
9/13/2019,FXTEST,"1,124151266","0,8775393796","0,0006162959107","-0,001360186038","0,0007201064577","-0,00158594536","-0,0008658389027"
9/12/2019,FXTEST,"1,123458883","0,8787346221","0,001069272","-0,001054481547","0,001249383062","-0,001229501016","0,00001988204602"
9/11/2019,FXTEST,"1,122258883","0,8796622097","0,002985208628","-0,0002638986629","0,003488045228","-0,0003076997177","0,00318034551"
9/10/2019,FXTEST,"1,118918677","0,8798944127","0,002416864342","-0,0007039155301","0,002823967497","-0,0008207491752","0,002003218321"
9/9/2019,FXTEST,"1,116220922","0,8805142203","0,00129481627","0,001937131285","0,001512918618","0,002258650131","0,003771568749"
9/6/2019,FXTEST,"1,11477749","0,8788118464","-0,001315437439","-0,002065207839","-0,001537013272","-0,002407984421","-0,003944997693"
9/5/2019,FXTEST,"1,116245842","0,8806305315","0,009689013908","0,003786711285","0,01132105757","0,004415217496","0,01573627506"
9/4/2019,FXTEST,"1,105534305","0,8773084178","0,002255289982","0,003246041146","0,002635177114","0,003784808658","0,006419985773"
9/3/2019,FXTEST,"1,103046615","0,8744698527","0,003132652386","-0,0006929423145","0,003660324811","-0,0008079546604","0,00285237015"
9/2/2019,FXTEST,"1,099601944","0,87507623","-0,003100877482","-0,000225407225","-0,003623197657","-0,0002628195942","-0,003886017251"
8/30/2019,FXTEST,"1,103022281","0,875273523","0,000176483565","0,006039387309","0,0002062109331","0,00704178547","0,007247996403"
8/29/2019,FXTEST,"1,10282765","0,8700191404","-0,000507300719","-0,002262049765","-0,0005927518216","-0,00263749754","-0,003230249362"
8/28/2019,FXTEST,"1,103387399","0,8719916289","0,09232948001","-0,003357167771","0,1078817069","-0,003914379725","0,1039673271"
8/27/2019,FXTEST,"1,010123245","0,874928912","-0,08149493302","-0,00179360427","-0,09522215954","-0,002091300962","-0,0973134605"
8/26/2019,FXTEST,"1,099747058","0,876501008","-0,004662927527","-0,002717153125","-0,005448363627","-0,003168137497","-0,008616501125"
8/23/2019,FXTEST,"1,104899123","0,8788890842","-0,000585596535","-0,001977500439","-0,0006842359963","-0,002305719629","-0,002989955625"
8/22/2019,FXTEST,"1,105546527","0,8806305315","0,0110444098","-0,002421733962","0,01290476001","-0,002823685608","0,0100810744"
8/21/2019,FXTEST,"1,093469798","0,8827683616","-0,000699820671","-0,00459039548","-0,000817700354","-0,005352294619","-0,006169994973"
8/20/2019,FXTEST,"1,094235567","0,8868393047","0,0005471177835","0,002128414331","0,00063927578","0,002481681725","0,003120957505"
8/19/2019,FXTEST,"1,093637219","0,8849557522","-0,00009842734968","-0,001194690265","-0,0001150067182","-0,001392981129","-0,001507987847"
8/16/2019,FXTEST,"1,093744873","0,8860142648","0,002832799221","-0,0009303149781","0,003309963569","-0,001084725678","0,002225237891"
8/15/2019,FXTEST,"1,090655266","0,8868393047","0,007525521333","-0,001241575027","0,008793140462","-0,001447647673","0,007345492789"
8/14/2019,FXTEST,"1,082508822","0,887941751","0,003377427526","0,003818149529","0,003946330536","0,004451873759","0,008398204295"
8/13/2019,FXTEST,"1,078865034","0,8845643521","0,0015859316","0,002521008403","0,0018530702","0,002939437304","0,004792507503"
8/12/2019,FXTEST,"1,077156737","0,8823399656","-0,0009694410634","0,001455860943","-0,001132736333","0,00169750008","0,0005647637464"
8/9/2019,FXTEST,"1,07820199","0,8810572687","-0,004657832598","-0,0002643171806","-0,005442410495","-0,0003081876997","-0,005750598195"
8/8/2019,FXTEST,"1,083247576","0,8812902089","-0,0002383144668","-0,0007050321671","-0,0002784567989","-0,000822051148","-0,001100507947"
8/7/2019,FXTEST,"1,083505791","0,8819119852","-0,004095651891","0,0006173383896","-0,004785534552","0,0007198022382","-0,004065732314"
8/6/2019,FXTEST,"1,087961704","0,881367883","0,002339117663","0,001233915036","0,002733124957","0,001438716302","0,004171841259"
8/5/2019,FXTEST,"1,085422772","0,8802816901","-0,005459676544","0,001892605634","-0,0063793192","0,002206734255","-0,004172584945"
8/2/2019,FXTEST,"1,091381361","0,8786188112","-0,006471891473","0,002723718315","-0,007562034344","0,003175792357","-0,004386241987"
8/1/2019,FXTEST,"1,098490674","0,8762322015","0,002058307098","-0,002234392114","0,002405013902","-0,00260524936","-0,000200235458"
7/31/2019,FXTEST,"1,096234287","0,8781944322","0,004885083864","-0,005576534645","0,005707940578","-0,006502110004","-0,0007941694258"
7/30/2019,FXTEST,"1,090905124","0,8831191769","-0,007112701408","-0,001677926436","-0,008310784035","-0,001956423292","-0,01026720733"
7/29/2019,FXTEST,"1,098719991","0,8846034765","-0,01312970389","0,001149984519","-0,01534130666","0,001340855267","-0,0140004514"
7/26/2019,FXTEST,"1,113337787","0,8835873647","-0,005655755956","-0,007422133863","-0,006608426758","-0,00865403587","-0,01526246263"
7/25/2019,FXTEST,"1,119670369","0,8901945075","-0,001757882479","-0,00004450972538","-0,00205398495","-0,00005189730703","-0,002105882257"
7/24/2019,FXTEST,"1,121642084","0,8902341316","0,005372665582","-0,0008012107184","0,006277651877","-0,0009341931072","0,00534345877"
7/23/2019,FXTEST,"1,11564808","0,8909479686","0,001796193409","0,00454383464","0,002098749075","0,00529800576","0,007396754835"
7/22/2019,FXTEST,"1,113647753","0,8869179601","-0,0005345509215","0,00310421286","-0,0006245921218","0,003619440168","0,002994848046"
7/19/2019,FXTEST,"1,114243373","0,884173298","0,00113652824","-0,0005305039788","0,001327968125","-0,00061855533","0,0007094127955"
7/18/2019,FXTEST,"1,112978442","0,8846426044","0,005253258244","0,001857749469","0,006138131245","0,002166092776","0,00830422402"
7/17/2019,FXTEST,"1,107162232","0,8830022075","0,0007750135627","0,001103752759","0,0009055589395","0,001286950107","0,002192509047"
7/16/2019,FXTEST,"1,106304831","0,8820286659","-0,004491597615","0,0007056229327","-0,005248174442","0,0008227399671","-0,004425434475"
7/15/2019,FXTEST,"1,111296327","0,8814067251","-0,004389620492","0,0005729143713","-0,005129020018","0,0006680048637","-0,004461015154"
7/12/2019,FXTEST,"1,116196004","0,8809020437","0,001707779886","0,000704721635","0,00199544294","0,0008216890747","0,002817132015"
7/11/2019,FXTEST,"1,114293037","0,8802816901","0,00334287911","-0,006866197183","0,003905962692","-0,0080058266","-0,004099863908"
7/10/2019,FXTEST,"1,1105805","0,8863676653","-0,001665870751","0,003589789044","-0,001946474517","0,004185610732","0,002239136215"
7/9/2019,FXTEST,"1,112433671","0,8831971738","-0,002903451882","-0,00370942813","-0,003392517155","-0,00432510713","-0,007717624284"
7/8/2019,FXTEST,"1,115672974","0,8864855281","0,001048732595","-0,002792429414","0,001225383945","-0,003255907904","-0,002030523959"
7/5/2019,FXTEST,"1,114504157","0,8889679083","-0,0002563359561","-0,001155658281","-0,0002995138766","-0,001347470741","-0,001646984617"
7/4/2019,FXTEST,"1,114789918","0,88999644","0,001036754624","-0,000366788217","0,001211388371","-0,0004276665505","0,0007837218207"
7/3/2019,FXTEST,"1,113635351","0,890323","-0,001258407947","-0,00083501325","-0,001470377579","-0,0009736060747","-0,002443983653"
7/2/2019,FXTEST,"1,115038525","0,8910670528","-0,001761760869","-0,002762307864","-0,002058516626","-0,003220786875","-0,005279303501"
7/1/2019,FXTEST,"1,117006423","0,8935352723","0,002652899257","0,003395434035","0,003099760769","0,0039589973","0,00705875807"
6/28/2019,FXTEST,"1,114050958","0,8905115989","-0,00089682","-0,001202190659","-0,001047882782","-0,001401726413","-0,002449609195"
6/27/2019,FXTEST,"1,115050958","0,8915834522","0,0004571708927","0,0006686875892","0,000534177992","0,0007796742134","0,001313852205"
6/26/2019,FXTEST,"1,114541422","0,8909876598","-0,002518863614","0,003385753107","-0,0029431478","0,003947709564","0,001004561763"
6/25/2019,FXTEST,"1,117355889","0,8879811748","0,0001229091478","0,0009767792923","0,0001436122964","0,001138901991","0,001282514287"
6/24/2019,FXTEST,"1,117218573","0,8871146596","-0,003776198776","-0,001907296518","-0,004412271891","-0,002223863485","-0,006636135377"
6/21/2019,FXTEST,"1,121453404","0,8888098836","-0,00314006953","0,00191094125","-0,003668991319","0,002228113158","-0,001440878161"
6/20/2019,FXTEST,"1,124985938","0,8871146596","-0,001046236922","0,00372588157","-0,001222467894","0,004344291459","0,003121823566"
6/19/2019,FXTEST,"1,126164172","0,8838216448","0,004673581315","-0,0006628662336","0,005460811968","-0,0007728866479","0,00468792532"
6/18/2019,FXTEST,"1,120925436","0,8844078889","0,0021858046","-0,0006190855222","0,002553987428","-0,0007218393543","0,001832148074"
6/17/2019,FXTEST,"1,118480656","0,8849557522","-0,004205487266","0,0002212389381","-0,004913870894","0,0002579594684","-0,004655911426"
6/14/2019,FXTEST,"1,123204277","0,8847600088","-0,001920679314","-0,005175846052","-0,002244203723","-0,006034916402","-0,008279120124"
6/13/2019,FXTEST,"1,125365744","0,8893632159","0,001069097457","0,0003112771256","0,001249179118","0,0003629419059","0,001612121024"
6/12/2019,FXTEST,"1,124163903","0,8890864637","0,00007869147322","0,0006223605246","0,0000919464774","0,000725657931","0,0008176044084"
6/11/2019,FXTEST,"1,124075448","0,8885334755","0,002529169758","-0,004220534009","0,00295518994","-0,004921044725","-0,001965854786"
6/10/2019,FXTEST,"1,121239643","0,8922994557","-0,003487055288","-0,0002676898367","-0,004074424295","-0,0003121201384","-0,004386544433"
6/7/2019,FXTEST,"1,125163149","0,8925383792","-0,001732751249","-0,00189304606","-0,002024620547","-0,002207247781","-0,004231868328"
6/6/2019,FXTEST,"1,127116161","0,8942312","-0,002964315502","-0,0009966447975","-0,003463632808","-0,001162064709","-0,004625697517"
6/5/2019,FXTEST,"1,130467222","0,89512332","0,001763528866","-0,000550057054","0,00206058243","-0,000641353762","0,001419228668"
6/4/2019,FXTEST,"1,12847712","0,8956159599","0,0008914969249","0,0004496803515","0,001041663074","0,000524316856","0,00156597993"
6/3/2019,FXTEST,"1,127471982","0,8952134","-0,0006313843101","0,00630938294","-0,0007377363878","0,007356594112","0,006618857724"
5/31/2019,FXTEST,"1,1281843","0,8896005693","-0,002955842866","-0,005070723245","-0,003453733018","-0,005912345648","-0,009366078667"
5/30/2019,FXTEST,"1,131528922","0,8941344778","-0,001776500407","0,0002682403433","-0,002075738932","0,0003127620164","-0,001762976915"
5/29/2019,FXTEST,"1,133542661","0,8938946992","-0,0007594735828","0,0007151157594","-0,0008874013633","0,0008338083826","-0,0000535929807"
5/28/2019,FXTEST,"1,134404211","0,8932559178","0,001270532716","-0,0006699419384","0,001484544677","-0,0007811367555","0,0007034079213"
5/27/2019,FXTEST,"1,132964742","0,8938547486","0,0003059004804","0,001474860335","0,0003574271831","0,00171965293","0,002077080113"
5/24/2019,FXTEST,"1,132618274","0,8925383792","-0,002956133694","0,002320599786","-0,003454072834","0,002705765505","-0,0007483073285"
5/23/2019,FXTEST,"1,135976372","0,8904719501","0,001033738498","0,001359253565","0,001207864202","0,001584858118","0,002792722319"
5/22/2019,FXTEST,"1,134803282","0,8892632159","-0,007262741004","-0,00011244","-0,008486096705","-0,0001311024311","-0,008617199136"
5/21/2019,FXTEST,"1,14310536","0,8893632159","0,002103313862","-0,002845962291","0,002457601727","-0,003318325997","-0,0008607242691"
5/20/2019,FXTEST,"1,140706097","0,8919015341","-0,0001482917926","-0,0004013556903","-0,0001732704625","-0,0004679714223","-0,0006412418848"
5/17/2019,FXTEST,"1,14087528","0,8922596476","-0,003034728244","-0,002676778943","-0,003545906061","-0,003121062138","-0,006666968199"
5/16/2019,FXTEST,"1,144348065","0,8946544397","-0,003009635411","-0,001655110713","-0,003516586524","-0,001929820688","-0,005446407212"
5/15/2019,FXTEST,"1,147802532","0,8961376467","-0,003741836254","0,0005824894704","-0,004372121255","0,000679169207","-0,003692952048"
5/14/2019,FXTEST,"1,152113552","0,8956159599","-0,002430959595","0,001388204738","-0,002840436992","0,001618614514","-0,001221822478"
5/13/2019,FXTEST,"1,154921119","0,8943743851","-0,003383918878","-0,002504248278","-0,003953915309","-0,002919895387","-0,006873810696"
5/10/2019,FXTEST,"1,158842548","0,8966197436","-0,0004751254447","-0,0003138169102","-0,0005551568573","-0,0003659032359","-0,0009210600931"
5/9/2019,FXTEST,"1,159393405","0,8969012063","-0,0007767935816","0,004977801695","-0,0009076387895","0,005804001277","0,004896362487"
5/8/2019,FXTEST,"1,160294715","0,8924587238","-0,005221326217","-0,001249442213","-0,0061008205","-0,00145682063","-0,00755764113"
5/7/2019,FXTEST,"1,16638479","0,8935751944","-0,002741004257","-0,001429720311","-0,003202706414","-0,001667020709","-0,004869727123"
5/6/2019,FXTEST,"1,169590643","0,8948545861","-0,002502923977","-0,002953020134","-0,002924523248","-0,003443152958","-0,006367676206"
5/3/2019,FXTEST,"1,172525385","0,8975049363","0,00617920878","-0,001346257404","0,007220051388","-0,001569704896","0,005650346492"
5/2/2019,FXTEST,"1,165324601","0,8987148378","0,001142018109","0,001887301159","0,001334382722","0,002200549361","0,003534932083"
5/1/2019,FXTEST,"1,163995297","0,8970218873","0,002300398682","0,00493362038","0,002687884046","0,005752486889","0,008440370935"
4/30/2019,FXTEST,"1,16132379","0,8926180487","0,003383754339","0,002588592341","0,003953723054","0,003018238607","0,006971961661"
4/29/2019,FXTEST,"1,157407407","0,8903133903","-0,2641319257","0,00275997151","-0,3086230203","0,003218062741","-0,3054049576"
4/26/2019,FXTEST,"1,57284634","0,887862914","0,002883148285","0,001642546391","0,003368793565","0,00191517098","0,005283964545"
4/25/2019,FXTEST,"1,568324628","0,8864069494","0,3559891562","0,004919558569","0,4159529307","0,005736091144","0,4216890219"
4/24/2019,FXTEST,"1,156590833","0,8820675664","0,002047165774","-0,001852341889","0,002391995904","-0,002159787663","0,0002322082404"
4/23/2019,FXTEST,"1,154227937","0,8837044892","0,00109651654","-0,00004418522446","0,001281216746","-0,00005151894649","0,0012296978"
4/22/2019,FXTEST,"1,152963693","0,8837435376","-0,002732523953","0,0003534974151","-0,003192797664","0,0004121697838","-0,00278062788"
4/19/2019,FXTEST,"1,156122826","0,883431247","-0,0006936736959","-0,004284641548","-0,0008105179659","-0,004995792628","-0,005806310594"
4/18/2019,FXTEST,"1,156925355","0,8872327211","0,002082465639","-0,004081270517","0,002433241773","-0,004758666726","-0,002325424952"
4/17/2019,FXTEST,"1,154521105","0,8908685969","-0,0006003509744","0,00008908685969","-0,0007014757132","0,0001038732113","-0,0005976025019"
4/16/2019,FXTEST,"1,155214639","0,8907892393","-0,003893073333","-0,003652235881","-0,004548833115","-0,004258422295","-0,008807255409"
4/15/2019,FXTEST,"1,159729551","0,8940545373","0,001356883575","0,002771569066","0,001585440707","0,003231585222","0,004817025929"
4/12/2019,FXTEST,"1,158158065","0,8915834522","-0,002223663486","0,006553138374","-0,002598223366","0,007640807292","0,005042583926"
4/11/2019,FXTEST,"1,160739159","0,885778821","-0,002182189618","0,002790203286","-0,002549763529","0,003253312291","0,0007035487622"
4/10/2019,FXTEST,"1,163277651","0,8833141949","0,005060257782","0,006006536525","0,005912621264","0,007003482219","0,01291610348"
4/9/2019,FXTEST,"1,157420803","0,8780402142","-0,001122698179","-0,0004390201071","-0,001311808492","-0,0005118872583","-0,00182369575"
4/8/2019,FXTEST,"1,158721698","0,8784258609","-0,0004287270283","-0,0007027406887","-0,0005009429664","-0,0008193793374","-0,001320322304"
4/5/2019,FXTEST,"1,159218687","0,8790436006","-0,006167043413","-0,0006153305204","-0,007205836854","-0,0007174611093","-0,007923297963"
4/4/2019,FXTEST,"1,166412","0,879584836","-0,00450235032","0,0007916263524","-0,005260738363","0,0009230179588","-0,004337720404"
4/3/2019,FXTEST,"1,171687347","0,8788890842","0,006409129788","-0,0047020566","0,007488700911","-0,005482488895","0,002006212017"
4/2/2019,FXTEST,"1,164225674","0,8830411939","-0,005518429692","-0,002516667403","-0,006447968887","-0,002934375797","-0,009382344684"
4/1/2019,FXTEST,"1,170686022","0,8852691218","0,002002393934","-0,0001113023418","0,002339682574","-0,000129775948","0,002209906626"
3/29/2019,FXTEST,"1,168346532","0,8853676653","0,003177382771","-0,0011282","0,003712589703","-0,001315455022","0,00239713468"
3/28/2019,FXTEST,"1,164646006","0,8863676653","-0,006591896393","-0,005318205992","-0,007702253217","-0,006200904788","-0,01390315801"
3/27/2019,FXTEST,"1,172374175","0,8911067546","0,000797214439","-0,000490108715","0,0009314993912","-0,0005714553898","0,0003600440014"
3/26/2019,FXTEST,"1,171440286","0,8915437079","0,005048907632","-0,0009361208933","0,005899359263","-0,001091495241","0,004807864022"
3/25/2019,FXTEST,"1,165555504","0,8923790826","-0,005116788661","0,003926467964","-0,005978674357","0,00457817054","-0,001400503817"
3/22/2019,FXTEST,"1,171550078","0,8888888889","0,01831132772","0,0001777777778","0,02139573719","0,0002072847639","0,02160302196"
3/21/2019,FXTEST,"1,150483203","0,8887308923","-0,009687068569","0,00004443654461","-0,01131878455","0,00005181197996","-0,01126697257"
3/20/2019,FXTEST,"1,161737029","0,8886914019","-0,006261762587","0,000933125972","-0,007316510782","0,001088003232","-0,00622850755"
3/19/2019,FXTEST,"1,169057389","0,887862914","0,002665450847","-0,003640237947","0,003114426583","-0,004244432982","-0,001130006399"
3/18/2019,FXTEST,"1,165949608","0,8911067546","-0,005584898621","0,0003118873641","-0,006525634021","0,0003636534298","-0,006161980591"
3/15/2019,FXTEST,"1,17249789","0,8908289163","-0,002004971391","-0,0009353703621","-0,002342694185","-0,001090620139","-0,003433314324"
3/14/2019,FXTEST,"1,174853437","0,8916629514","0,004499688664","0,000624164066","0,00525762837","0,0007277608185","0,005985389188"
3/13/2019,FXTEST,"1,169590643","0,8911067546","0,006842105263","0,00008911067546","0,007994607944","0,00010390098","0,008098508924"
3/12/2019,FXTEST,"1,161642563","0,8910273545","-0,004181913225","-0,006504499688","-0,004886325978","-0,007584095713","-0,01247042169"
3/11/2019,FXTEST,"1,166520852","0,8968609865","0,00691746865","-0,0006278026906","0,008082665743","-0,0007320033704","0,007350662373"
3/8/2019,FXTEST,"1,158506916","0,897424392","-0,007958942515","0,001480750247","-0,009299568278","0,00172652043","-0,007573047848"
3/7/2019,FXTEST,"1,16780138","0,8960974954","0,004986511894","-0,00300192661","0,005826453419","-0,003500176773","0,002326276646"
3/6/2019,FXTEST,"1,162007019","0,8987956139","0,00189407144","0,0005392773683","0,002213113947","0,0006287848987","0,002841898845"
3/5/2019,FXTEST,"1,159810255","0,898311175","-0,003061899073","0,0005839022637","-0,003577653619","0,0006808164913","-0,002896837128"
3/4/2019,FXTEST,"1,163372384","0,8977869552","0,000360645439","-0,005159753126","0,0004213935303","-0,006016152423","-0,005594758893"
3/1/2019,FXTEST,"1,16295297","0,90244334","-0,001860724752","-0,002168398962","-0,002174150253","-0,002528302876","-0,004702453129"
2/28/2019,FXTEST,"1,16512094","0,9044044497","-0,005452765997","0,004069820024","-0,006371244622","0,004745315716","-0,001625928906"
2/27/2019,FXTEST,"1,171508903","0,9007386057","0,005318650422","0,007476130427","0,006214538257","0,00871699461","0,01493153287"
2/26/2019,FXTEST,"1,165311022","0,8940545373","0,01175798821","0,00008940545373","0,01373853548","0,0001042446846","0,01384278017"
2/25/2019,FXTEST,"1,151768541","0,8939746111","0,0003800836184","0,002592526372","0,0004441059291","0,003022825596","0,003466931525"
2/22/2019,FXTEST,"1,151330939","0,8916629514","-0,00006907985631","-0,001203744984","-0,00008071585379","-0,001403538721","-0,001484254575"
2/21/2019,FXTEST,"1,151410478","0,8927375798","0,0003454231433","-0,00004463687899","0,0004036071501","-0,00005204556519","0,0003515615849"
2/20/2019,FXTEST,"1,151012891","0,8927774306","0,001116482505","0,00147308276","0,001304545832","0,001717580319","0,003022126151"
2/19/2019,FXTEST,"1,149729239","0,89146423","0,005622175978","-0,002496099844","0,006569190477","-0,002910394501","0,003658795975"
2/18/2019,FXTEST,"1,143301397","0,8936949819","0,002286602794","-0,003530095179","0,002671764342","-0,00411600907","-0,001444244728"
2/15/2019,FXTEST,"1,140693085","0,8968609865","0,006684461479","-0,003766816143","0,007810410215","-0,004392020222","0,003418389993"
2/14/2019,FXTEST,"1,133118796","0,9002520706","-0,007376603363","-0,0003601008282","-0,008619138347","-0,0004198692103","-0,009039007558"
2/13/2019,FXTEST,"1,14153948","0,9005763689","0,001232862639","-0,0007204610951","0,00144052935","-0,0008400409201","0,0006004884295"
2/12/2019,FXTEST,"1,140133852","0,9012256669","-0,000684080311","-0,0006308579668","-0,0007993086453","-0,0007355657516","-0,001534874397"
2/11/2019,FXTEST,"1,140914329","0,9017945712","-0,00159728006","0,0004508972856","-0,001866330226","0,0005257357729","-0,001340594453"
2/8/2019,FXTEST,"1,142739604","0,9013881377","0,000297112297","-0,001171804579","0,0003471586944","-0,00136629695","-0,001019138255"
2/7/2019,FXTEST,"1,142400183","0,9024456277","0,002798880448","0,002707336883","0,003270331426","0,003156691987","0,006427023414"
2/6/2019,FXTEST,"1,139211666","0,9000090001","0,004420141262","0,00022500225","0,005164681789","0,0002623474028","0,005427029192"
2/5/2019,FXTEST,"1,134198349","0,8998065416","-0,009334452409","-0,001593863593","-0,01090677277","-0,001858407968","-0,01276518074"
2/4/2019,FXTEST,"1,144885225","0,901243","0,002633236018","-0,0018733775","0,003076785402","-0,002184314697","0,0008924707044"
2/1/2019,FXTEST,"1,14187839","0,9029345372","-0,001313160148","-0,0007674943567","-0,001534352389","-0,0008948806117","-0,002429233001"
1/31/2019,FXTEST,"1,143379831","0,9036280667","-0,0006402927052","-0,002665702797","-0,000748145337","-0,003108147609","-0,003856292946"
1/30/2019,FXTEST,"1,144112398","0,9060433089","-0,003689794903","-0,006206396666","-0,004311313918","-0,007236514506","-0,01154782842"
